customer_id,transaction_id,transaction_date,transaction_amount,merchant_category,,,,
CUST00003,TX000000128,4/13/2025,826.29,Fuel,,,,
CUST00003,TX000000129,5/26/2025,2114.77,Travel,,,,
CUST00003,TX000000130,3/23/2025,2945.53,Travel,,,,
CUST00003,TX000000131,2/23/2025,993.18,Grocery,,,,
CUST00003,TX000000132,2/7/2025,1422.67,Grocery,,,,
CUST00003,TX000000133,5/17/2025,546.54,Online Shopping,,,,
CUST00003,TX000000134,2/4/2025,1381.45,Fuel,,,,
CUST00003,TX000000135,5/22/2025,1709.79,Online Shopping,,,,
CUST00003,TX000000136,6/2/2025,597.56,Travel,,,,
CUST00003,TX000000137,5/30/2025,450.19,Grocery,,,,
CUST00003,TX000000138,2/24/2025,562.37,Grocery,,,,
CUST00003,TX000000139,3/29/2025,1208.63,Grocery,,,,
CUST00003,TX000000140,4/16/2025,438,Grocery,,,,
CUST00003,TX000000141,6/27/2025,3666.19,Fuel,,,,
CUST00003,TX000000142,4/18/2025,863.8,Utilities,,,,
CUST00003,TX000000143,3/12/2025,2550.37,Fuel,,,,
CUST00003,TX000000144,4/29/2025,2116.91,Grocery,,,,
CUST00003,TX000000145,2/14/2025,350.84,Dining,,,,
CUST00003,TX000000146,3/19/2025,1584.26,Dining,,,,
CUST00003,TX000000147,4/11/2025,181.37,Grocery,,,,
CUST00003,TX000000148,3/15/2025,649.46,Grocery,,,,
CUST00003,TX000000149,3/17/2025,175.24,Grocery,,,,
CUST00003,TX000000150,3/7/2025,731.7,Grocery,,,,
CUST00003,TX000000151,3/29/2025,379.66,Grocery,,,,
CUST00003,TX000000152,5/17/2025,405.4,Grocery,,,,
CUST00003,TX000000153,1/21/2025,1073.05,Online Shopping,,,,
CUST00003,TX000000154,1/3/2025,747.98,Grocery,,,,
CUST00003,TX000000155,4/11/2025,657,Grocery,,,,
CUST00003,TX000000156,4/18/2025,502.72,Grocery,,,,
CUST00003,TX000000157,3/9/2025,268.04,Grocery,,,,
CUST00003,TX000000158,3/22/2025,1316.59,Fuel,,,,
CUST00003,TX000000159,3/18/2025,143.08,Fuel,,,,
CUST00003,TX000000160,1/22/2025,320.05,Grocery,,,,
CUST00003,TX000000161,3/8/2025,502.16,Fuel,,,,
CUST00003,TX000000162,3/25/2025,133.83,Travel,,,,
CUST00003,TX000000163,1/13/2025,1581.25,Fuel,,,,
CUST00003,TX000000164,4/30/2025,252.38,Fuel,,,,
CUST00004,TX000000165,2/9/2025,1227,Grocery,,,,
CUST00004,TX000000166,4/30/2025,50,Grocery,,,,
CUST00004,TX000000167,1/11/2025,89.44,Fuel,,,,
CUST00004,TX000000168,4/26/2025,346.25,Fuel,,,,
CUST00004,TX000000169,1/31/2025,190.75,Grocery,,,,
CUST00004,TX000000170,2/10/2025,50,Grocery,,,,
CUST00004,TX000000171,1/20/2025,63.09,Fuel,,,,
CUST00004,TX000000172,2/8/2025,85.9,Online Shopping,,,,
CUST00004,TX000000173,5/19/2025,120.9,Dining,,,,
CUST00004,TX000000174,6/15/2025,84.24,Entertainment,,,,
CUST00004,TX000000175,3/25/2025,271.98,Entertainment,,,,
CUST00004,TX000000176,6/14/2025,87.68,Travel,,,,
CUST00004,TX000000177,2/2/2025,1115.13,Grocery,,,,
CUST00004,TX000000178,6/15/2025,50,Grocery,,,,
CUST00004,TX000000179,2/6/2025,50,Fuel,,,,
CUST00004,TX000000180,6/19/2025,115.85,Fuel,,,,
CUST00004,TX000000181,2/13/2025,121.26,Grocery,,,,
CUST00004,TX000000182,6/12/2025,310.08,Fuel,,,,
CUST00004,TX000000183,1/2/2025,50,Grocery,,,,
CUST00004,TX000000184,4/29/2025,1541.31,Fuel,,,,
CUST00004,TX000000185,2/14/2025,432.44,Grocery,,,,
CUST00004,TX000000186,6/4/2025,738,Grocery,,,,
CUST00004,TX000000187,1/7/2025,133.23,Fuel,,,,
CUST00004,TX000000188,2/22/2025,107.93,Entertainment,,,,
CUST00004,TX000000189,6/3/2025,3179.43,Online Shopping,,,,
CUST00004,TX000000190,5/5/2025,261.54,Grocery,,,,
CUST00004,TX000000191,2/8/2025,275.67,Grocery,,,,
CUST00004,TX000000192,6/4/2025,169.65,Grocery,,,,
CUST00004,TX000000193,2/8/2025,756.5,Grocery,,,,
CUST00004,TX000000194,6/8/2025,749.48,Grocery,,,,
CUST00004,TX000000195,5/9/2025,176.47,Grocery,,,,
CUST00004,TX000000196,2/20/2025,466.47,Grocery,,,,
CUST00004,TX000000197,5/6/2025,137.74,Grocery,,,,
CUST00004,TX000000198,1/2/2025,1269.87,Fuel,,,,
CUST00004,TX000000199,6/8/2025,50,Fuel,,,,
CUST00004,TX000000200,2/18/2025,566.36,Grocery,,,,
CUST00004,TX000000201,6/26/2025,354.88,Dining,,,,
CUST00004,TX000000202,1/26/2025,414.28,Grocery,,,,
CUST00004,TX000000203,1/15/2025,144.94,Fuel,,,,
CUST00004,TX000000204,6/29/2025,222.99,Dining,,,,
CUST00004,TX000000205,1/13/2025,50,Grocery,,,,
CUST00004,TX000000206,6/4/2025,50,Entertainment,,,,
CUST00004,TX000000207,3/3/2025,646.62,Online Shopping,,,,
CUST00004,TX000000208,1/8/2025,152.29,Fuel,,,,
CUST00004,TX000000209,3/5/2025,60.4,Dining,,,,
CUST00004,TX000000210,3/26/2025,89.03,Travel,,,,
CUST00004,TX000000211,1/20/2025,2350.84,Dining,,,,
CUST00004,TX000000212,4/3/2025,277.29,Fuel,,,,
CUST00004,TX000000213,1/15/2025,605.87,Dining,,,,
CUST00004,TX000000214,2/5/2025,447.24,Grocery,,,,
CUST00004,TX000000215,4/28/2025,355.18,Fuel,,,,
CUST00004,TX000000216,4/3/2025,176.19,Grocery,,,,
CUST00004,TX000000217,6/5/2025,169.43,Utilities,,,,
CUST00004,TX000000218,3/14/2025,160.82,Grocery,,,,
CUST00004,TX000000219,4/1/2025,422.16,Fuel,,,,
CUST00004,TX000000220,5/13/2025,809.9,Online Shopping,,,,
CUST00004,TX000000221,2/11/2025,83.85,Grocery,,,,
CUST00004,TX000000222,1/25/2025,141.93,Travel,,,,
CUST00004,TX000000223,6/4/2025,222.69,Grocery,,,,
CUST00004,TX000000224,5/5/2025,294.62,Entertainment,,,,
CUST00004,TX000000225,5/5/2025,594.27,Grocery,,,,
CUST00004,TX000000226,3/23/2025,99.44,Entertainment,,,,
CUST00004,TX000000227,5/30/2025,378.43,Grocery,,,,
CUST00004,TX000000228,3/6/2025,313.63,Grocery,,,,
CUST00004,TX000000229,5/9/2025,375.89,Travel,,,,
CUST00004,TX000000230,2/14/2025,106.15,Online Shopping,,,,
CUST00004,TX000000231,1/24/2025,304.61,Fuel,,,,
CUST00004,TX000000232,1/16/2025,112.21,Travel,,,,
CUST00004,TX000000233,5/24/2025,50,Entertainment,,,,
CUST00004,TX000000234,4/25/2025,507.39,Online Shopping,,,,
CUST00004,TX000000235,3/10/2025,251.51,Grocery,,,,
CUST00004,TX000000236,4/13/2025,191.25,Online Shopping,,,,
CUST00004,TX000000237,6/27/2025,50,Online Shopping,,,,
CUST00004,TX000000238,1/7/2025,302.27,Online Shopping,,,,
CUST00004,TX000000239,6/10/2025,268.16,Online Shopping,,,,
CUST00004,TX000000240,6/9/2025,95.16,Utilities,,,,
CUST00004,TX000000241,4/27/2025,232.57,Grocery,,,,
CUST00004,TX000000242,2/25/2025,292.55,Grocery,,,,
CUST00004,TX000000243,1/30/2025,167.4,Travel,,,,
CUST00004,TX000000244,5/8/2025,80.28,Fuel,,,,
CUST00004,TX000000245,4/17/2025,412.01,Fuel,,,,
CUST00004,TX000000246,3/9/2025,328.63,Online Shopping,,,,
CUST00004,TX000000247,6/27/2025,145.19,Grocery,,,,
CUST00004,TX000000248,4/10/2025,81.59,Dining,,,,
CUST00004,TX000000249,4/13/2025,154.09,Fuel,,,,
CUST00004,TX000000250,3/14/2025,57.96,Fuel,,,,
CUST00004,TX000000251,2/18/2025,330.02,Dining,,,,
CUST00004,TX000000252,2/28/2025,83.08,Dining,,,,
CUST00004,TX000000253,4/13/2025,81.1,Online Shopping,,,,
CUST00004,TX000000254,3/23/2025,95.93,Fuel,,,,
CUST00004,TX000000255,5/20/2025,50,Grocery,,,,
CUST00004,TX000000256,5/13/2025,188.81,Travel,,,,
CUST00004,TX000000257,4/16/2025,398.19,Utilities,,,,
CUST00004,TX000000258,4/16/2025,184.75,Dining,,,,
CUST00004,TX000000259,6/10/2025,578.62,Grocery,,,,
CUST00004,TX000000260,1/29/2025,185.86,Dining,,,,
CUST00004,TX000000261,6/2/2025,478.73,Grocery,,,,
CUST00004,TX000000262,4/3/2025,76.11,Grocery,,,,
CUST00004,TX000000263,6/26/2025,116.82,Dining,,,,
CUST00004,TX000000264,4/24/2025,385.18,Fuel,,,,
CUST00004,TX000000265,3/5/2025,220.77,Online Shopping,,,,
CUST00004,TX000000266,1/20/2025,113.86,Entertainment,,,,
CUST00004,TX000000267,2/26/2025,100.68,Dining,,,,
CUST00004,TX000000268,4/2/2025,86.05,Grocery,,,,
CUST00004,TX000000269,1/8/2025,854.43,Grocery,,,,
CUST00004,TX000000270,6/8/2025,202.85,Grocery,,,,
CUST00004,TX000000271,2/1/2025,234.78,Grocery,,,,
CUST00004,TX000000272,1/29/2025,1126.64,Entertainment,,,,
CUST00004,TX000000273,1/30/2025,163.66,Fuel,,,,
CUST00004,TX000000274,3/9/2025,88.75,Fuel,,,,
CUST00004,TX000000275,5/21/2025,299.66,Dining,,,,
CUST00004,TX000000276,2/16/2025,80.32,Online Shopping,,,,
CUST00004,TX000000277,3/18/2025,165.68,Dining,,,,
CUST00004,TX000000278,2/25/2025,659.47,Grocery,,,,
CUST00004,TX000000279,6/11/2025,108.28,Fuel,,,,
CUST00004,TX000000280,2/24/2025,243.36,Grocery,,,,
CUST00004,TX000000281,1/3/2025,767.93,Fuel,,,,
CUST00004,TX000000282,2/12/2025,179.45,Fuel,,,,
CUST00004,TX000000283,2/18/2025,161.15,Dining,,,,
CUST00004,TX000000284,4/13/2025,510.71,Online Shopping,,,,
CUST00004,TX000000285,5/26/2025,96.07,Dining,,,,
CUST00004,TX000000286,5/4/2025,102.36,Dining,,,,
CUST00004,TX000000287,4/8/2025,845.78,Grocery,,,,
CUST00004,TX000000288,6/4/2025,119.81,Grocery,,,,
CUST00004,TX000000289,1/26/2025,553.65,Grocery,,,,
CUST00004,TX000000290,6/6/2025,50,Fuel,,,,
CUST00004,TX000000291,6/18/2025,63.01,Fuel,,,,
CUST00004,TX000000292,4/16/2025,131.42,Dining,,,,
CUST00004,TX000000293,6/26/2025,50,Online Shopping,,,,
CUST00004,TX000000294,6/10/2025,116.63,Fuel,,,,
CUST00004,TX000000295,4/7/2025,50,Dining,,,,
CUST00004,TX000000296,5/24/2025,188.5,Dining,,,,
CUST00004,TX000000297,6/10/2025,50,Fuel,,,,
CUST00004,TX000000298,4/23/2025,50,Online Shopping,,,,
CUST00004,TX000000299,2/19/2025,1149.28,Fuel,,,,
CUST00004,TX000000300,3/13/2025,135.31,Dining,,,,
CUST00005,TX000000301,6/6/2025,398.35,Fuel,,,,
CUST00005,TX000000302,1/26/2025,119.08,Fuel,,,,
CUST00005,TX000000303,4/9/2025,436.81,Fuel,,,,
CUST00005,TX000000304,4/14/2025,261.63,Grocery,,,,
CUST00005,TX000000305,5/21/2025,53.42,Grocery,,,,
CUST00005,TX000000306,1/9/2025,168.52,Grocery,,,,
CUST00005,TX000000307,5/10/2025,144.72,Online Shopping,,,,
CUST00005,TX000000308,6/25/2025,184.46,Dining,,,,
CUST00005,TX000000309,5/27/2025,323.3,Grocery,,,,
CUST00005,TX000000310,4/4/2025,69.63,Fuel,,,,
CUST00005,TX000000311,5/9/2025,561.65,Online Shopping,,,,
CUST00005,TX000000312,3/18/2025,955.48,Fuel,,,,
CUST00005,TX000000313,2/6/2025,870.75,Dining,,,,
CUST00005,TX000000314,6/23/2025,99.37,Entertainment,,,,
CUST00005,TX000000315,5/23/2025,50,Grocery,,,,
CUST00005,TX000000316,3/15/2025,123.4,Grocery,,,,
CUST00005,TX000000317,6/9/2025,56.09,Grocery,,,,
CUST00005,TX000000318,6/15/2025,57.46,Online Shopping,,,,
CUST00005,TX000000319,1/26/2025,273.09,Online Shopping,,,,
CUST00005,TX000000320,2/7/2025,82.49,Travel,,,,
CUST00005,TX000000321,3/6/2025,356.27,Fuel,,,,
CUST00005,TX000000322,2/13/2025,175.85,Fuel,,,,
CUST00005,TX000000323,6/22/2025,670.66,Grocery,,,,
CUST00005,TX000000324,5/11/2025,602.21,Entertainment,,,,
CUST00005,TX000000325,2/15/2025,301.25,Grocery,,,,
CUST00005,TX000000326,1/11/2025,285.8,Grocery,,,,
CUST00005,TX000000327,4/1/2025,226.95,Fuel,,,,
CUST00005,TX000000328,4/4/2025,61.6,Fuel,,,,
CUST00005,TX000000329,4/25/2025,412.05,Dining,,,,
CUST00005,TX000000330,1/21/2025,223.66,Grocery,,,,
CUST00005,TX000000331,6/29/2025,50,Fuel,,,,
CUST00005,TX000000332,2/7/2025,1653.53,Dining,,,,
CUST00005,TX000000333,1/25/2025,983.37,Fuel,,,,
CUST00005,TX000000334,3/8/2025,203.91,Dining,,,,
CUST00005,TX000000335,2/20/2025,139.75,Dining,,,,
CUST00005,TX000000336,2/26/2025,313.54,Utilities,,,,
CUST00005,TX000000337,3/17/2025,321.48,Grocery,,,,
CUST00005,TX000000338,6/24/2025,867.38,Grocery,,,,
CUST00005,TX000000339,5/4/2025,200.32,Fuel,,,,
CUST00005,TX000000340,6/10/2025,302.81,Grocery,,,,
CUST00005,TX000000341,6/27/2025,554.61,Grocery,,,,
CUST00005,TX000000342,4/19/2025,345.97,Grocery,,,,
CUST00005,TX000000343,3/30/2025,358.88,Grocery,,,,
CUST00005,TX000000344,5/8/2025,138.12,Dining,,,,
CUST00005,TX000000345,1/15/2025,387.39,Grocery,,,,
CUST00005,TX000000346,6/18/2025,56.46,Travel,,,,
CUST00005,TX000000347,2/18/2025,54.09,Grocery,,,,
CUST00005,TX000000348,2/24/2025,50,Fuel,,,,
CUST00005,TX000000349,1/29/2025,133.5,Fuel,,,,
CUST00005,TX000000350,6/2/2025,260.81,Grocery,,,,
CUST00005,TX000000351,1/23/2025,381.42,Fuel,,,,
CUST00005,TX000000352,1/20/2025,203.91,Fuel,,,,
CUST00005,TX000000353,4/13/2025,590.83,Grocery,,,,
CUST00005,TX000000354,2/2/2025,113.79,Entertainment,,,,
CUST00005,TX000000355,1/18/2025,394.7,Dining,,,,
CUST00005,TX000000356,1/19/2025,229.48,Grocery,,,,
CUST00005,TX000000357,4/30/2025,50,Grocery,,,,
CUST00005,TX000000358,3/29/2025,168.69,Online Shopping,,,,
CUST00005,TX000000359,4/1/2025,111.2,Fuel,,,,
CUST00005,TX000000360,4/23/2025,328.46,Grocery,,,,
CUST00005,TX000000361,1/16/2025,137.81,Grocery,,,,
CUST00005,TX000000362,2/4/2025,390.98,Fuel,,,,
CUST00005,TX000000363,6/27/2025,59.96,Grocery,,,,
CUST00005,TX000000364,5/14/2025,78.94,Fuel,,,,
CUST00005,TX000000365,5/28/2025,143.31,Dining,,,,
CUST00005,TX000000366,6/15/2025,239.89,Fuel,,,,
CUST00005,TX000000367,4/13/2025,426.16,Grocery,,,,
CUST00005,TX000000368,6/24/2025,50,Grocery,,,,
CUST00005,TX000000369,1/26/2025,348.15,Grocery,,,,
CUST00005,TX000000370,5/2/2025,523.6,Fuel,,,,
CUST00005,TX000000371,2/28/2025,194.32,Grocery,,,,
CUST00005,TX000000372,1/24/2025,52.97,Online Shopping,,,,
CUST00005,TX000000373,4/1/2025,394.86,Fuel,,,,
CUST00005,TX000000374,5/26/2025,163.93,Online Shopping,,,,
CUST00005,TX000000375,5/17/2025,476.8,Grocery,,,,
CUST00005,TX000000376,2/22/2025,61.07,Grocery,,,,
CUST00005,TX000000377,1/11/2025,360.02,Fuel,,,,
CUST00005,TX000000378,3/28/2025,371.69,Grocery,,,,
CUST00005,TX000000379,1/15/2025,86.8,Travel,,,,
CUST00005,TX000000380,4/24/2025,50,Grocery,,,,
CUST00005,TX000000381,4/18/2025,396.99,Dining,,,,
CUST00005,TX000000382,3/31/2025,173.59,Fuel,,,,
CUST00005,TX000000383,6/5/2025,88.76,Online Shopping,,,,
CUST00005,TX000000384,1/18/2025,150.11,Grocery,,,,
CUST00005,TX000000385,2/19/2025,185.37,Utilities,,,,
CUST00005,TX000000386,5/19/2025,137.8,Fuel,,,,
CUST00005,TX000000387,3/8/2025,477.74,Grocery,,,,
CUST00005,TX000000388,3/27/2025,516.53,Fuel,,,,
CUST00005,TX000000389,4/26/2025,70.23,Fuel,,,,
CUST00005,TX000000390,1/4/2025,87.3,Grocery,,,,
CUST00005,TX000000391,1/9/2025,273.07,Dining,,,,
CUST00005,TX000000392,5/26/2025,50.2,Grocery,,,,
CUST00005,TX000000393,3/22/2025,209.12,Fuel,,,,
CUST00005,TX000000394,3/8/2025,703.03,Online Shopping,,,,
CUST00005,TX000000395,1/12/2025,108.89,Fuel,,,,
CUST00005,TX000000396,3/22/2025,72.52,Fuel,,,,
CUST00006,TX000000397,5/22/2025,101.18,Grocery,,,,
CUST00006,TX000000398,3/23/2025,526.44,Grocery,,,,
CUST00006,TX000000399,4/30/2025,668.1,Online Shopping,,,,
CUST00006,TX000000400,1/24/2025,367.78,Grocery,,,,
CUST00006,TX000000401,2/13/2025,211,Grocery,,,,
CUST00006,TX000000402,4/26/2025,528.44,Online Shopping,,,,
CUST00006,TX000000403,1/28/2025,50,Travel,,,,
CUST00006,TX000000404,5/16/2025,167.8,Fuel,,,,
CUST00006,TX000000405,2/22/2025,50,Travel,,,,
CUST00006,TX000000406,2/18/2025,65.25,Grocery,,,,
CUST00006,TX000000407,3/13/2025,50.49,Grocery,,,,
CUST00006,TX000000408,1/7/2025,50,Dining,,,,
CUST00006,TX000000409,4/2/2025,125.62,Grocery,,,,
CUST00006,TX000000410,2/22/2025,658.65,Grocery,,,,
CUST00006,TX000000411,5/12/2025,163.73,Fuel,,,,
CUST00006,TX000000412,6/5/2025,110.59,Grocery,,,,
CUST00006,TX000000413,4/18/2025,131.22,Entertainment,,,,
CUST00006,TX000000414,5/4/2025,64.54,Dining,,,,
CUST00006,TX000000415,3/8/2025,995.08,Grocery,,,,
CUST00006,TX000000416,2/3/2025,69.46,Fuel,,,,
CUST00006,TX000000417,2/27/2025,50,Grocery,,,,
CUST00006,TX000000418,6/22/2025,201.83,Travel,,,,
CUST00006,TX000000419,4/26/2025,225.69,Online Shopping,,,,
CUST00006,TX000000420,3/20/2025,83.89,Grocery,,,,
CUST00006,TX000000421,4/14/2025,153.81,Grocery,,,,
CUST00006,TX000000422,1/28/2025,80.79,Dining,,,,
CUST00006,TX000000423,6/10/2025,186.03,Fuel,,,,
CUST00006,TX000000424,4/11/2025,558.06,Utilities,,,,
CUST00006,TX000000425,6/25/2025,295.15,Grocery,,,,
CUST00006,TX000000426,6/17/2025,200.14,Online Shopping,,,,
CUST00006,TX000000427,5/3/2025,359.81,Grocery,,,,
CUST00006,TX000000428,4/11/2025,162.83,Dining,,,,
CUST00006,TX000000429,4/7/2025,136,Entertainment,,,,
CUST00006,TX000000430,5/27/2025,308.84,Fuel,,,,
CUST00006,TX000000431,1/1/2025,79.93,Fuel,,,,
CUST00006,TX000000432,1/17/2025,390.77,Fuel,,,,
CUST00006,TX000000433,2/26/2025,155.74,Dining,,,,
